onset	duration	condition	item	key	RT
[7]	7	belief	0	1	3.699
[20]	7	belief	0	1	3.97
[33]	7	photo	0	2	3.953
[46]	7	belief	0	0	0.0
[59]	7	photo	0	0	0.0
[72]	7	belief	0	0	0.0
[85]	7	photo	0	0	0.0
[98]	7	belief	0	0	0.0
[111]	7	belief	0	0	0.0
[124]	7	photo	0	0	0.0
