onset	duration	condition	item	key	RT
[7]	7	belief_real	0	0	0.0
[20]	7	belief_rep	0	0	0.0
[33]	7	photo_rep	0	1	2.437
[46]	7	belief_rep	0	0	0.0
[59]	7	belief_real	0	0	0.0
[72]	7	photo_rep	0	2	3.512
[85]	7	belief_rep	0	2	3.407
[98]	7	belief_real	0	0	0.0
