onset	duration	condition	item	key	RT
[7]	7	belief_rep	0	1	3.322
[20]	7	belief_rep	0	1	1.874
[33]	7	belief_real	0	1	1.627
[46]	7	photo_rep	0	1	1.836
[59]	7	photo_rep	0	1	1.489
[72]	7	belief_real	0	2	3.064
[85]	7	belief_real	0	1	1.753
[98]	7	belief_rep	0	2	1.833
