onset	duration	condition	item	key	RT
[7]	7	belief_real	0	0	0.0
[20]	7	belief_rep	0	1	3.092
[33]	7	photo_rep	0	2	1.54
[46]	7	belief_rep	0	2	3.444
[59]	7	belief_real	0	2	1.923
[72]	7	photo_rep	0	2	1.787
[85]	7	belief_rep	0	2	2.25
[98]	7	belief_real	0	2	3.179
