onset	duration	condition	item	key	RT
[7]	7	belief	0	0	0.0
[20]	7	belief	0	2	2.855
[33]	7	photo	0	2	2.546
[46]	7	belief	0	0	0.0
[59]	7	belief	0	2	3.922
[72]	7	photo	0	2	3.317
[85]	7	photo	0	0	0.0
[98]	7	belief	0	2	2.196
[111]	7	photo	0	2	1.982
[124]	7	belief	0	1	3.377
