onset	duration	condition	item	key	RT
[7]	7	belief	0	1	2.652
[20]	7	belief	0	1	2.656
[33]	7	photo	0	2	3.939
[46]	7	belief	0	1	3.937
[59]	7	belief	0	2	2.426
[72]	7	photo	0	1	2.728
[85]	7	photo	0	2	3.51
[98]	7	belief	0	2	2.998
[111]	7	photo	0	2	3.326
[124]	7	belief	0	1	3.334
