onset	duration	condition	item	key	RT
[7]	7	belief	0	2	3.51
[20]	7	belief	0	0	0.0
[33]	7	photo	0	2	3.419
[46]	7	belief	0	1	3.236
[59]	7	belief	0	0	0.0
[72]	7	photo	0	1	2.852
[85]	7	photo	0	1	2.644
[98]	7	belief	0	2	1.87
[111]	7	photo	0	2	3.06
[124]	7	belief	0	1	3.059
