onset	duration	condition	item	key	RT
[7]	7	belief	0	1	3.229
[20]	7	belief	0	2	3.416
[33]	7	photo	0	2	3.87
[46]	7	belief	0	1	3.894
[59]	7	photo	0	0	0.0
[72]	7	belief	0	1	3.62
[85]	7	photo	0	2	3.335
[98]	7	belief	0	2	2.725
[111]	7	belief	0	1	2.933
[124]	7	photo	0	1	3.341
