onset	duration	condition	item	key	RT
[7]	7	belief_real	0	1	2.323
[20]	7	belief_rep	0	1	2.181
[33]	7	photo_rep	0	2	1.79
[46]	7	belief_rep	0	2	2.368
[59]	7	belief_real	0	2	1.421
[72]	7	photo_rep	0	2	1.357
[85]	7	belief_rep	0	2	1.869
[98]	7	belief_real	0	2	1.87
