onset	duration	condition	item	key	RT
[7]	7	photo_rep	0	2	2.016
[20]	7	belief_real	0	0	0.0
[33]	7	belief_rep	0	1	2.374
[46]	7	belief_rep	0	0	0.0
[59]	7	belief_rep	0	2	3.006
[72]	7	belief_real	0	1	3.07
[85]	7	belief_real	0	2	2.31
[98]	7	photo_rep	0	1	3.414
