onset	duration	condition	item	key	RT
[7]	7	belief_rep	0	2	3.678
[20]	7	photo_rep	0	2	3.322
[33]	7	belief_rep	0	1	2.273
[46]	7	belief_real	0	0	0.0
[59]	7	belief_real	0	2	3.881
[72]	7	belief_rep	0	0	0.0
[85]	7	photo_rep	0	0	0.0
[98]	7	belief_real	0	2	3.545
