onset	duration	condition	item	key	RT
[7]	7	photo_rep	0	1	2.274
[20]	7	belief_real	0	0	0.0
[33]	7	belief_rep	0	1	3.206
[46]	7	belief_rep	0	1	2.814
[59]	7	belief_rep	0	2	2.815
[72]	7	belief_real	0	1	3.102
[85]	7	belief_real	0	1	3.493
[98]	7	photo_rep	0	1	2.077
