onset	duration	condition	item	key	RT
[7]	7	belief_rep	0	1	2.783
[20]	7	belief_rep	0	1	2.77
[33]	7	belief_real	0	1	2.795
[46]	7	photo_rep	0	1	3.001
[59]	7	photo_rep	0	0	0.0
[72]	7	belief_real	0	1	3.122
[85]	7	belief_real	0	1	2.361
[98]	7	belief_rep	0	2	3.002
