onset	duration	condition	item	key	RT
[7]	7	belief_rep	0	1	2.862
[20]	7	belief_rep	0	1	2.02
[33]	7	belief_real	0	1	2.267
[46]	7	photo_rep	0	1	3.274
[59]	7	photo_rep	0	1	2.539
[72]	7	belief_real	0	2	2.106
[85]	7	belief_real	0	1	2.413
[98]	7	belief_rep	0	2	3.13
