onset	duration	condition	item	key	RT
[7]	7	photo_rep	0	0	0.0
[20]	7	belief_real	0	0	0.0
[33]	7	belief_rep	0	2	2.599
[46]	7	belief_rep	0	1	2.396
[59]	7	belief_rep	0	2	1.805
[72]	7	belief_real	0	2	2.525
[85]	7	belief_real	0	2	2.071
[98]	7	photo_rep	0	1	2.053
