onset	duration	condition	item	key	RT
[7]	7	belief	0	2	2.853
[20]	7	belief	0	1	3.594
[33]	7	photo	0	2	3.705
[46]	7	belief	0	1	3.045
[59]	7	photo	0	1	2.814
[72]	7	belief	0	0	0.0
[85]	7	photo	0	2	3.435
[98]	7	belief	0	2	2.694
[111]	7	belief	0	2	3.051
[124]	7	photo	0	2	1.733
