onset	duration	condition	item	key	RT
[7]	7	belief	0	0	0.0
[20]	7	belief	0	1	2.299
[33]	7	photo	0	1	3.708
[46]	7	belief	0	1	1.973
[59]	7	belief	0	1	3.151
[72]	7	photo	0	1	1.501
[85]	7	photo	0	1	2.821
[98]	7	belief	0	2	2.58
[111]	7	photo	0	2	1.419
[124]	7	belief	0	2	1.737
