onset	duration	condition	item	key	RT
[7]	7	belief_rep	0	2	2.887
[20]	7	photo_rep	0	1	3.174
[33]	7	belief_rep	0	2	2.685
[46]	7	belief_real	0	2	2.751
[59]	7	belief_real	0	1	2.661
[72]	7	belief_rep	0	0	0.0
[85]	7	photo_rep	0	2	2.38
[98]	7	belief_real	0	2	2.382
