onset	duration	condition	item	key	RT
[7]	7	belief	0	2	2.652
[20]	7	belief	0	2	3.005
[33]	7	photo	0	2	2.125
[46]	7	belief	0	2	1.989
[59]	7	belief	0	2	2.416
[72]	7	photo	0	1	2.94
[85]	7	photo	0	2	3.695
[98]	7	belief	0	1	2.267
[111]	7	photo	0	2	2.681
[124]	7	belief	0	2	2.966
