onset	duration	condition	item	key	RT
[7]	7	belief	0	2	2.267
[20]	7	belief	0	2	1.994
[33]	7	photo	0	3	3.498
[46]	7	belief	0	2	3.837
[59]	7	belief	0	2	2.956
[72]	7	photo	0	2	2.611
[85]	7	photo	0	2	3.803
[98]	7	belief	0	2	3.71
[111]	7	photo	0	3	3.18
[124]	7	belief	0	3	3.837
