onset	duration	condition	item	key	RT
[7]	7	belief	0	2	2.808
[20]	7	belief	0	0	0.0
[33]	7	photo	0	2	3.276
[46]	7	belief	0	3	3.019
[59]	7	photo	0	2	3.467
[72]	7	belief	0	3	3.371
[85]	7	photo	0	3	2.97
[98]	7	belief	0	3	2.17
[111]	7	belief	0	0	0.0
[124]	7	photo	0	3	2.089
