onset	duration	condition	item	key	RT
[7]	7	belief	0	0	0.0
[20]	7	belief	0	2	3.6
[33]	7	photo	0	3	2.496
[46]	7	belief	0	0	0.0
[59]	7	photo	0	3	2.345
[72]	7	belief	0	3	2.543
[85]	7	photo	0	3	3.512
[98]	7	belief	0	3	2.0
[111]	7	belief	0	2	3.495
[124]	7	photo	0	3	3.495
