onset	duration	condition	item	key	RT
[7]	7	belief_rep	0	1	3.193
[20]	7	belief_rep	0	1	2.536
[33]	7	belief_real	0	1	3.152
[46]	7	photo_rep	0	1	3.502
[59]	7	photo_rep	0	0	0.0
[72]	7	belief_real	0	2	2.623
[85]	7	belief_real	0	1	2.232
[98]	7	belief_rep	0	2	3.192
