onset	duration	condition	item	key	RT
[7]	7	belief_rep	0	2	2.599
[20]	7	photo_rep	0	2	2.359
[33]	7	belief_rep	0	2	2.888
[46]	7	belief_real	0	2	3.197
[59]	7	belief_real	0	1	3.439
[72]	7	belief_rep	0	1	1.729
[85]	7	photo_rep	0	0	0.0
[98]	7	belief_real	0	2	2.997
