onset	duration	condition	item	key	RT
[7]	7	belief_rep	0	0	0.0
[20]	7	photo_rep	0	2	2.495
[33]	7	belief_rep	0	1	1.894
[46]	7	belief_real	0	1	3.585
[59]	7	belief_real	0	2	3.821
[72]	7	belief_rep	0	2	2.409
[85]	7	photo_rep	0	2	2.513
[98]	7	belief_real	0	0	0.0
