onset	duration	condition	item	key	RT
[7]	7	belief_rep	0	1	2.845
[20]	7	belief_rep	0	1	3.588
[33]	7	belief_real	0	1	1.995
[46]	7	photo_rep	0	1	3.204
[59]	7	photo_rep	0	1	3.515
[72]	7	belief_real	0	2	2.98
[85]	7	belief_real	0	1	2.669
[98]	7	belief_rep	0	1	2.794
