onset	duration	condition	item	key	RT
[7]	7	belief	0	0	0.0
[20]	7	belief	0	2	2.673
[33]	7	photo	0	1	3.107
[46]	7	belief	0	0	0.0
[59]	7	belief	0	0	0.0
[72]	7	photo	0	0	0.0
[85]	7	photo	0	1	3.144
[98]	7	belief	0	2	3.908
[111]	7	photo	0	2	3.279
[124]	7	belief	0	2	2.967
