onset	duration	condition	item	key	RT
[7]	7	belief	0	0	0.0
[20]	7	belief	0	0	0.0
[33]	7	photo	0	0	0.0
[46]	7	belief	0	0	0.0
[59]	7	belief	0	0	0.0
[72]	7	photo	0	0	0.0
[85]	7	photo	0	0	0.0
[98]	7	belief	0	1	3.667
[111]	7	photo	0	2	1.867
[124]	7	belief	0	0	0.0
