onset	duration	condition	item	key	RT
[7]	7	belief	0	1	3.524
[20]	7	belief	0	2	3.626
[33]	7	photo	0	2	1.661
[46]	7	belief	0	1	1.187
[59]	7	belief	0	1	3.26
[72]	7	photo	0	1	1.34
[85]	7	photo	0	2	1.959
[98]	7	belief	0	2	2.366
[111]	7	photo	0	2	1.83
[124]	7	belief	0	2	2.072
